EXPERIMENT, BCAST_TYPE,NPROC,PACKET_SIZE,N_PACKETS,N_BOUNCES,TYPE,NODE,PROCESS,SRC,DST,TAG,COM_TIME,RUNNING_TIME
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041770935, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0043749809, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0043740273, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0048692226, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0051009655, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0042657852, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0042638779, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047149658, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0048458576, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041301250, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041310787, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0050508976, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0048799515, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041408539, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041399002, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047538280, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0050179958, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0042459965, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0042469501, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0048749447, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0046300888, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041720867, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041720867, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0049672127, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047378540, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0043318272, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0043342113, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0044298172, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0044279099, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047791004, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0051100254, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0042269230, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0042278767, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0046920776, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0048289299, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041649342, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041658878, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0046899319, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0049059391, 
